AGS,Ort,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen Die Linke,2_Stimmen FDP,2_Stimmen Grüne,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil Die Linke,2_Anteil FDP,2_Anteil Grüne,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler,Wahl,WK-Nr,WK-Name,Ebene,Ortname,Briefwahl_Sonderfall,Wahlberechtigte,Wähler,ungültige_1,gültige_1,CDU_1,DIE LINKE_1,SPD_1,AfD_1,GRÜNE_1,NPD_1,FDP_1,PIRATEN_1,FREIE WÄHLER_1,BüSo_1,MLPD_1,ÖDP_1,Die PARTEI_1,Bürgerkandidat_1,Der Auserwählte_1,Heimat Region Zwickau_1,Held_1,Hoyer_1,Internationalistisch. Bündnis_1,RINK_1,SGP_1,Wir sind LEIPZIGER_1,ungültige_2,gültige_2,CDU_2,DIE LINKE_2,SPD_2,AfD_2,GRÜNE_2,NPD_2,FDP_2,PIRATEN_2,FREIE WÄHLER_2,BüSo_2,MLPD_2,BGE_2,DiB_2,ÖDP_2,Die PARTEI_2,Tierschutzpartei_2,V-Partei³_2,2_Gewinner
14521690,"Zschopau, Stadt, Motorradstadt",1303,658,650,373,155,1314,43,770,5223,24.9,12.6,12.4,7.1,3.0,25.2,0.8,14.7,99.2,164,7549,5266,100.0,69.8,BW17,164,Erzgebirgskreis I,GE,"Zschopau, Stadt",,7871,5681,94,5587,1677,1077,532,1637,183,x,435,x,x,x,x,x,x,x,x,x,46,x,x,x,x,x,71,5610,1562,992,567,1583,168,66,401,25,61,1,3,22,12,15,41,82,9,SPD
14521700,Zschorlau,863,429,445,227,71,855,28,596,3486,24.8,12.3,12.8,6.5,2.0,24.5,0.8,17.1,99.2,164,4400,3514,100.0,79.9,BW17,164,Erzgebirgskreis I,GE,Zschorlau,J,4558,3842,69,3773,1736,414,290,989,84,x,210,x,x,x,x,x,x,x,x,x,50,x,x,x,x,x,58,3784,1538,413,316,987,77,55,244,10,46,1,3,6,15,7,17,46,3,AfD
14521710,"Zwönitz, Stadt",2012,1006,992,526,196,2007,75,1228,7967,25.3,12.6,12.5,6.6,2.5,25.2,0.9,15.4,99.1,163,10044,8042,100.0,80.1,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Zwönitz, Stadt",,10244,8015,116,7899,3020,1183,748,2212,248,x,488,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,101,7914,2585,1105,738,2267,193,75,522,20,121,4,4,18,17,57,73,106,9,AfD
14522010,Altmittweida,257,121,124,86,29,248,9,129,994,25.9,12.2,12.5,8.7,2.9,24.9,0.9,13.0,99.1,161,1555,1003,100.0,64.5,BW17,161,Mittelsachsen,GE,Altmittweida,,1601,1097,14,1083,346,150,96,359,28,x,91,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,9,1088,307,155,83,359,28,11,93,4,11,2,3,2,2,2,10,15,1,AfD
14522020,"Augustusburg, Stadt",742,357,366,221,79,748,41,451,2964,25.0,12.0,12.3,7.5,2.7,25.2,1.4,15.2,98.6,161,3780,3005,100.0,79.5,BW17,161,Mittelsachsen,GE,"Augustusburg, Stadt",,3867,3038,24,3014,1062,405,348,904,88,x,175,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,24,3014,907,431,284,921,80,34,222,7,35,6,2,5,4,3,35,37,1,SPD
14522035,Bobritzsch-Hilbersdorf,802,401,405,254,84,814,34,421,3181,25.2,12.6,12.7,8.0,2.6,25.6,1.1,13.2,98.9,161,4639,3215,100.0,69.3,BW17,161,Mittelsachsen,GE,Bobritzsch-Hilbersdorf,,4713,3796,36,3760,1171,394,357,1472,112,x,204,x,x,50,x,x,x,x,x,x,x,x,x,x,x,x,43,3753,986,424,267,1460,100,45,294,10,42,7,2,10,11,24,20,47,4,SPD
14522050,"Brand-Erbisdorf, Stadt",1306,642,656,388,106,1271,51,779,5148,25.4,12.5,12.7,7.5,2.1,24.7,1.0,15.1,99.0,161,7845,5199,100.0,66.3,BW17,161,Mittelsachsen,GE,"Brand-Erbisdorf, Stadt",,8099,5918,73,5845,1947,824,666,1932,125,x,283,x,x,68,x,x,x,x,x,x,x,x,x,x,x,x,72,5846,1614,892,572,1887,120,89,435,32,54,20,2,8,4,12,23,75,7,AfD
14522060,"Burgstädt, Stadt",1717,869,856,540,207,1707,70,966,6862,25.0,12.7,12.5,7.9,3.0,24.9,1.0,14.1,99.0,163,8770,6932,100.0,79.0,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Burgstädt, Stadt",J,9049,7191,98,7093,2481,1197,764,1842,259,x,550,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,74,7117,2135,1086,782,1864,218,52,565,34,116,23,12,27,10,11,80,95,7,AfD
14522070,Claußnitz,460,229,225,163,43,455,19,257,1832,25.1,12.5,12.3,8.9,2.3,24.8,1.0,14.0,99.0,163,2468,1851,100.0,75.0,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Claußnitz,,2557,2021,31,1990,743,265,262,495,67,x,158,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,25,1996,646,227,272,507,46,25,174,6,23,1,1,3,4,3,21,34,3,AfD
14522080,"Döbeln, Stadt",3580,1782,1791,1050,318,3555,155,2229,14305,25.0,12.5,12.5,7.3,2.2,24.9,1.1,15.6,98.9,161,19968,14460,100.0,72.4,BW17,161,Mittelsachsen,GE,"Döbeln, Stadt",,19636,13690,209,13481,4288,2197,1704,3943,365,x,817,x,x,167,x,x,x,x,x,x,x,x,x,x,x,x,180,13510,3827,2164,1464,3893,298,268,993,40,127,43,23,27,20,12,91,202,18,AfD
14522090,Dorfchemnitz,224,114,115,54,20,223,9,134,884,25.3,12.9,13.0,6.1,2.3,25.2,1.0,15.2,99.0,161,1253,893,100.0,71.3,BW17,161,Mittelsachsen,GE,Dorfchemnitz,,1291,885,6,879,293,38,74,414,16,x,35,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,11,874,246,45,53,414,18,10,52,4,11,4,0,1,2,2,4,8,0,AfD
14522110,Eppendorf,742,364,364,254,52,730,29,431,2937,25.3,12.4,12.4,8.6,1.8,24.9,1.0,14.7,99.0,161,3333,2966,100.0,89.0,BW17,161,Mittelsachsen,GE,Eppendorf,,3500,2667,23,2644,1187,246,254,722,53,x,144,x,x,38,x,x,x,x,x,x,x,x,x,x,x,x,25,2642,903,279,223,804,48,31,228,12,24,11,4,3,6,15,16,33,2,AfD
14522120,Erlau,557,276,280,177,57,565,23,327,2239,24.9,12.3,12.5,7.9,2.5,25.2,1.0,14.6,99.0,163,2646,2262,100.0,85.5,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Erlau,,2738,2169,35,2134,751,341,215,583,70,x,174,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,2139,638,311,226,602,55,30,171,10,18,0,0,7,5,2,32,29,3,SPD
14522140,"Flöha, Stadt",1596,805,795,421,170,1606,60,1002,6395,25.0,12.6,12.4,6.6,2.7,25.1,0.9,15.7,99.1,161,8844,6455,100.0,73.0,BW17,161,Mittelsachsen,GE,"Flöha, Stadt",,9106,6764,91,6673,2314,1150,741,1892,186,x,326,x,x,64,x,x,x,x,x,x,x,x,x,x,x,x,76,6688,1899,1229,652,1899,179,85,440,28,58,12,5,29,11,10,65,76,11,SPD
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",2000,1007,993,642,185,1985,86,1167,7979,25.1,12.6,12.4,8.0,2.3,24.9,1.1,14.6,98.9,161,11525,8065,100.0,70.0,BW17,161,Mittelsachsen,GE,"Frankenberg/Sa., Stadt",,12028,8703,107,8596,2752,1261,1006,2659,244,x,544,x,x,130,x,x,x,x,x,x,x,x,x,x,x,x,97,8606,2372,1246,882,2624,198,125,684,46,88,31,7,23,12,12,99,147,10,AfD
14522170,"Frauenstein, Stadt",460,231,228,131,44,453,20,300,1847,24.9,12.5,12.3,7.1,2.4,24.5,1.1,16.2,98.9,161,2289,1867,100.0,81.6,BW17,161,Mittelsachsen,GE,"Frauenstein, Stadt",,2365,1872,22,1850,681,194,151,675,49,x,82,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,22,1850,534,219,129,702,44,19,132,5,16,4,1,0,7,2,16,20,0,AfD
14522180,"Freiberg, Stadt, Universitätsstadt",5550,2790,2785,1917,929,5626,204,2756,22353,24.8,12.5,12.5,8.6,4.2,25.2,0.9,12.3,99.1,161,31977,22557,100.0,70.5,BW17,161,Mittelsachsen,GE,"Freiberg, Stadt, Universitätsstadt",,32686,24179,257,23922,6549,3403,3861,7367,1136,x,1321,x,x,285,x,x,x,x,x,x,x,x,x,x,x,x,207,23972,5597,3821,2666,7220,1007,232,2052,143,198,60,38,63,74,100,370,293,38,SPD
14522190,"Geringswalde, Stadt",671,333,343,189,59,678,37,439,2712,24.7,12.3,12.6,7.0,2.2,25.0,1.3,16.2,98.7,163,3476,2749,100.0,79.1,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Geringswalde, Stadt",,3626,2558,45,2513,847,491,310,604,82,x,179,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,2537,749,442,336,602,56,40,180,15,41,4,0,13,7,1,23,25,3,SPD
14522200,Großhartmannsdorf,478,243,231,156,20,477,21,310,1915,25.0,12.7,12.1,8.1,1.0,24.9,1.1,16.2,98.9,161,2069,1936,100.0,93.6,BW17,161,Mittelsachsen,GE,Großhartmannsdorf,,2103,1756,26,1730,693,159,149,581,23,x,110,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,27,1729,589,181,128,598,18,22,138,3,12,4,0,8,1,1,10,14,2,AfD
14522210,"Großschirma, Stadt",818,403,407,256,101,816,33,449,3250,25.2,12.4,12.5,7.9,3.1,25.1,1.0,13.8,99.0,161,4574,3283,100.0,71.8,BW17,161,Mittelsachsen,GE,"Großschirma, Stadt",,4613,3631,57,3574,1019,349,349,1510,121,x,192,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,51,3580,933,357,292,1439,109,38,282,9,36,5,3,3,8,6,19,38,3,AfD
14522220,Großweitzschen,316,155,155,109,37,321,11,172,1265,25.0,12.3,12.3,8.6,2.9,25.4,0.9,13.6,99.1,161,2250,1276,100.0,56.7,BW17,161,Mittelsachsen,GE,Großweitzschen,,2322,1669,33,1636,628,196,165,491,48,x,94,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,28,1641,532,198,146,504,48,15,137,6,19,3,0,2,2,0,8,19,2,SPD
14522230,"Hainichen, Stadt",1265,637,635,363,90,1261,59,828,5079,24.9,12.5,12.5,7.1,1.8,24.8,1.1,16.3,98.9,161,7196,5138,100.0,71.4,BW17,161,Mittelsachsen,GE,"Hainichen, Stadt",,7025,5226,79,5147,1666,744,619,1653,107,x,297,x,x,61,x,x,x,x,x,x,x,x,x,x,x,x,78,5148,1449,777,513,1642,93,53,366,25,64,14,4,14,5,12,49,62,6,AfD
14522240,Halsbrücke,778,390,399,223,95,791,32,485,3161,24.6,12.3,12.6,7.1,3.0,25.0,1.0,15.3,99.0,161,4207,3193,100.0,75.9,BW17,161,Mittelsachsen,GE,Halsbrücke,,4235,3437,42,3395,954,379,357,1377,106,x,178,x,x,44,x,x,x,x,x,x,x,x,x,x,x,x,41,3396,870,395,249,1327,103,43,239,15,40,7,3,10,10,7,25,46,7,SPD
14522250,"Hartha, Stadt",1025,514,515,276,96,1035,40,659,4120,24.9,12.5,12.5,6.7,2.3,25.1,1.0,16.0,99.0,161,5776,4160,100.0,72.0,BW17,161,Mittelsachsen,GE,"Hartha, Stadt",,6090,4388,51,4337,1518,663,536,1201,107,x,258,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,38,4350,1355,666,477,1169,102,87,291,11,69,6,3,10,5,2,33,61,3,SPD
14522260,Hartmannsdorf,658,319,324,220,73,669,32,359,2622,25.1,12.2,12.4,8.4,2.8,25.5,1.2,13.7,98.8,163,3700,2654,100.0,71.7,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Hartmannsdorf,,3776,3013,32,2981,1095,427,334,800,99,x,226,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,2981,973,393,319,822,83,20,252,5,28,2,2,4,7,3,29,34,5,SPD
14522280,Königsfeld,129,62,62,44,14,127,3,58,496,26.0,12.5,12.5,8.9,2.8,25.6,0.6,11.7,99.4,163,1177,499,100.0,42.4,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Königsfeld,,1236,801,13,788,268,109,62,251,39,x,59,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,793,242,103,64,237,24,17,68,6,8,0,0,2,0,3,9,10,0,AfD
14522290,Königshain-Wiederau,374,190,183,108,49,375,14,221,1500,24.9,12.7,12.2,7.2,3.3,25.0,0.9,14.7,99.1,163,2115,1514,100.0,71.6,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Königshain-Wiederau,,2171,1738,17,1721,665,229,150,500,61,x,116,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,15,1723,562,207,165,498,57,21,128,7,19,4,1,4,3,4,16,26,1,SPD
14522300,Kriebstein,296,149,150,99,14,296,10,175,1179,25.1,12.6,12.7,8.4,1.2,25.1,0.8,14.8,99.2,161,1717,1189,100.0,69.2,BW17,161,Mittelsachsen,GE,Kriebstein,,1812,1396,24,1372,461,211,148,435,38,x,68,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,21,1375,372,217,136,419,17,27,113,4,20,1,1,5,2,4,18,18,1,AfD
14522310,"Leisnig, Stadt",1170,583,594,351,116,1180,39,672,4666,25.1,12.5,12.7,7.5,2.5,25.3,0.8,14.4,99.2,161,6893,4705,100.0,68.3,BW17,161,Mittelsachsen,GE,"Leisnig, Stadt",,7051,5150,96,5054,1649,816,714,1389,134,x,278,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,80,5070,1471,842,613,1359,131,63,373,23,37,22,3,8,1,12,31,72,9,SPD
14522320,Leubsdorf,406,197,204,100,42,395,19,247,1591,25.5,12.4,12.8,6.3,2.6,24.8,1.2,15.5,98.8,161,2712,1610,100.0,59.4,BW17,161,Mittelsachsen,GE,Leubsdorf,,2834,2162,27,2135,973,222,194,595,49,x,78,x,x,24,x,x,x,x,x,x,x,x,x,x,x,x,28,2134,782,254,179,616,56,33,138,13,17,7,2,4,1,3,19,10,0,AfD
14522330,Lichtenau,1010,503,507,371,124,1014,41,531,4060,24.9,12.4,12.5,9.1,3.1,25.0,1.0,13.1,99.0,163,5900,4101,100.0,69.5,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Lichtenau,,6021,5012,92,4920,1612,748,486,1420,175,x,479,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,72,4940,1448,691,503,1425,149,57,444,10,51,1,0,16,24,10,51,55,5,SPD
14522340,Lichtenberg/Erzgeb.,394,189,199,123,31,387,20,238,1561,25.2,12.1,12.7,7.9,2.0,24.8,1.3,15.2,98.7,161,2157,1581,100.0,73.3,BW17,161,Mittelsachsen,GE,Lichtenberg/Erzgeb.,J,2206,1953,23,1930,621,200,177,750,54,x,115,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,20,1933,532,213,142,744,41,24,156,7,25,5,2,2,4,4,14,17,1,AfD
14522350,"Lunzenau, Stadt",720,353,355,178,61,729,26,483,2879,25.0,12.3,12.3,6.2,2.1,25.3,0.9,16.8,99.1,163,3521,2905,100.0,82.5,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Lunzenau, Stadt",,3664,2686,44,2642,908,368,286,827,68,x,185,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,2651,810,322,297,821,54,63,166,11,35,3,2,9,3,9,18,25,3,SPD
14522360,"Mittweida, Stadt, Hochschulstadt",2131,1063,1064,716,289,2106,85,1125,8494,25.1,12.5,12.5,8.4,3.4,24.8,1.0,13.2,99.0,161,11862,8579,100.0,72.3,BW17,161,Mittelsachsen,GE,"Mittweida, Stadt, Hochschulstadt",J,12333,8997,134,8863,2750,1633,1075,2284,362,x,646,x,x,113,x,x,x,x,x,x,x,x,x,x,x,x,105,8892,2444,1561,898,2320,309,111,755,39,66,15,13,17,12,15,153,148,16,AfD
14522380,Mühlau,216,105,111,81,25,213,6,125,876,24.7,12.0,12.7,9.2,2.9,24.3,0.7,14.3,99.3,163,1737,882,100.0,50.8,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Mühlau,,1743,1112,18,1094,381,162,125,304,29,x,93,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,15,1097,348,143,124,304,28,11,96,5,4,0,0,4,5,3,5,16,1,AfD
14522390,Mulda/Sa.,347,173,168,123,20,339,17,215,1385,25.1,12.5,12.1,8.9,1.4,24.5,1.2,15.5,98.8,161,1983,1402,100.0,70.7,BW17,161,Mittelsachsen,GE,Mulda/Sa.,,2097,1716,19,1697,672,135,141,617,31,x,82,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,17,1699,518,165,118,638,25,24,149,4,23,3,0,1,0,3,6,21,1,AfD
14522400,Neuhausen/Erzgeb.,372,187,187,109,37,363,17,214,1469,25.3,12.7,12.7,7.4,2.5,24.7,1.1,14.6,98.9,161,2172,1486,100.0,68.4,BW17,161,Mittelsachsen,GE,Neuhausen/Erzgeb.,,2265,1703,42,1661,593,170,173,582,48,x,85,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,41,1662,472,181,154,594,39,20,126,8,19,1,0,4,3,6,9,25,1,AfD
14522420,Niederwiesa,657,323,326,226,121,651,25,286,2590,25.4,12.5,12.6,8.7,4.7,25.1,1.0,11.0,99.0,161,4064,2615,100.0,64.3,BW17,161,Mittelsachsen,GE,Niederwiesa,,4146,3311,26,3285,1104,495,398,916,151,x,187,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,18,3293,953,499,324,909,155,20,291,18,27,12,0,10,6,6,27,34,2,AfD
14522430,Oberschöna,530,262,266,190,78,536,21,242,2104,25.2,12.5,12.6,9.0,3.7,25.5,1.0,11.5,99.0,161,2692,2125,100.0,78.9,BW17,161,Mittelsachsen,GE,Oberschöna,,2735,2289,18,2271,673,233,285,841,85,x,128,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,20,2269,578,266,188,815,82,22,205,10,34,10,3,7,2,4,14,27,2,SPD
14522440,"Oederan, Stadt",956,485,480,294,86,946,37,595,3842,24.9,12.6,12.5,7.7,2.2,24.6,1.0,15.5,99.0,161,6548,3879,100.0,59.2,BW17,161,Mittelsachsen,GE,"Oederan, Stadt",,6742,5304,63,5241,1934,620,522,1713,121,x,268,x,x,63,x,x,x,x,x,x,x,x,x,x,x,x,57,5247,1523,709,436,1723,118,67,405,18,92,12,2,12,10,14,47,54,5,AfD
14522450,Ostrau,594,301,298,169,49,594,22,387,2392,24.8,12.6,12.5,7.1,2.0,24.8,0.9,16.2,99.1,161,2875,2414,100.0,84.0,BW17,161,Mittelsachsen,GE,Ostrau,,3034,2209,29,2180,697,345,232,704,51,x,137,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,28,2181,625,333,208,682,45,49,156,11,10,3,1,7,2,6,15,27,1,AfD
14522460,"Penig, Stadt",1291,636,640,357,157,1293,45,759,5133,25.2,12.4,12.5,7.0,3.1,25.2,0.9,14.8,99.1,163,7288,5178,100.0,71.0,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Penig, Stadt",,7545,5583,97,5486,1885,949,609,1461,177,x,405,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,73,5510,1678,899,604,1488,168,59,385,31,49,2,8,8,5,8,37,73,8,SPD
14522470,Rechenberg-Bienenmühle,297,154,155,130,22,299,8,136,1193,24.9,12.9,13.0,10.9,1.8,25.1,0.7,11.4,99.3,161,1588,1201,100.0,75.6,BW17,161,Mittelsachsen,GE,Rechenberg-Bienenmühle,,1632,1337,17,1320,483,98,92,538,35,x,69,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,17,1320,374,109,70,542,24,14,137,6,12,1,2,2,3,1,5,16,2,SPD
14522480,Reinsberg,422,210,211,127,57,421,20,239,1687,25.0,12.4,12.5,7.5,3.4,25.0,1.2,14.2,98.8,161,2284,1707,100.0,74.7,BW17,161,Mittelsachsen,GE,Reinsberg,,2322,1829,37,1792,562,200,187,658,64,x,98,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,32,1797,475,204,161,663,61,17,141,9,18,4,1,7,3,4,10,17,2,AfD
14522490,"Rochlitz, Stadt",791,395,404,248,75,809,27,492,3214,24.6,12.3,12.6,7.7,2.3,25.2,0.8,15.3,99.2,163,4753,3241,100.0,68.2,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Rochlitz, Stadt",J,5016,4096,57,4039,1241,908,381,1003,147,x,359,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42,4054,1146,789,462,995,97,37,318,21,28,2,3,12,5,10,56,65,8,SPD
14522500,Rossau,549,277,281,180,62,570,23,324,2243,24.5,12.3,12.5,8.0,2.8,25.4,1.0,14.4,99.0,161,2871,2266,100.0,78.9,BW17,161,Mittelsachsen,GE,Rossau,,2930,2333,39,2294,723,328,230,735,62,x,182,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,28,2305,646,305,208,743,62,25,184,15,40,6,2,5,0,0,34,28,2,SPD
14522510,"Roßwein, Stadt",1005,498,504,319,102,1020,35,552,4000,25.1,12.5,12.6,8.0,2.6,25.5,0.9,13.8,99.1,161,5953,4035,100.0,67.8,BW17,161,Mittelsachsen,GE,"Roßwein, Stadt",,6182,4446,68,4378,1475,674,514,1244,121,x,280,x,x,70,x,x,x,x,x,x,x,x,x,x,x,x,71,4375,1293,653,453,1219,113,65,348,14,45,27,8,14,3,13,37,65,5,SPD
14522520,"Sayda, Stadt",276,139,141,102,30,285,11,170,1143,24.1,12.2,12.3,8.9,2.6,24.9,1.0,14.9,99.0,161,1496,1154,100.0,77.1,BW17,161,Mittelsachsen,GE,"Sayda, Stadt",J,1541,1295,17,1278,487,142,144,408,34,x,48,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,15,1280,401,143,118,413,34,9,110,3,14,3,1,3,1,1,10,14,2,SPD
14522530,Seelitz,262,136,143,81,19,269,11,188,1098,23.9,12.4,13.0,7.4,1.7,24.5,1.0,17.1,99.0,163,1447,1109,100.0,76.6,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Seelitz,,1509,1002,18,984,349,167,88,284,24,x,72,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,985,309,147,90,275,16,15,74,12,7,2,2,1,1,1,17,15,1,SPD
14522540,Striegistal,632,323,317,165,50,641,31,428,2556,24.7,12.6,12.4,6.5,2.0,25.1,1.2,16.7,98.8,161,3957,2587,100.0,65.4,BW17,161,Mittelsachsen,GE,Striegistal,,3858,2948,49,2899,963,371,245,1051,71,x,163,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,48,2900,836,345,211,1058,56,33,186,10,54,6,3,9,8,13,22,48,2,SPD
14522550,Taura,258,129,132,81,31,261,10,153,1045,24.7,12.3,12.6,7.8,3.0,25.0,0.9,14.6,99.1,163,1897,1055,100.0,55.6,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Taura,,2013,1214,26,1188,427,156,132,333,44,x,96,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,1191,372,167,116,341,33,8,87,3,16,1,1,7,2,7,11,17,2,SPD
14522570,"Waldheim, Stadt",1274,640,638,496,105,1278,44,695,5126,24.9,12.5,12.4,9.7,2.0,24.9,0.9,13.6,99.1,161,7251,5170,100.0,71.3,BW17,161,Mittelsachsen,GE,"Waldheim, Stadt",,7483,5263,73,5190,1623,889,640,1407,134,x,434,x,x,63,x,x,x,x,x,x,x,x,x,x,x,x,64,5199,1385,845,586,1390,107,99,513,29,47,4,6,7,6,14,61,98,2,SPD
14522580,Wechselburg,208,101,97,58,25,206,9,114,809,25.7,12.5,12.0,7.2,3.1,25.5,1.1,14.1,98.9,163,1506,818,100.0,54.3,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Wechselburg,,1580,1250,21,1229,405,181,133,368,45,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,18,1232,380,161,149,338,37,22,89,7,17,2,2,3,0,3,6,13,3,AfD
14522590,Weißenborn/Erzgeb.,362,179,178,129,28,346,15,208,1430,25.3,12.5,12.4,9.0,2.0,24.2,1.0,14.5,99.0,161,2012,1445,100.0,71.8,BW17,161,Mittelsachsen,GE,Weißenborn/Erzgeb.,,2039,1412,15,1397,438,145,150,524,37,x,88,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,14,1398,325,167,120,542,26,17,127,7,29,2,4,1,1,3,5,20,2,AfD
14522600,Zettlitz,121,61,65,35,14,122,6,89,507,23.9,12.0,12.8,6.9,2.8,24.1,1.2,17.6,98.8,163,579,513,100.0,88.6,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Zettlitz,,638,396,10,386,117,58,47,123,13,x,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,394,115,61,40,107,11,13,27,1,6,0,1,1,0,1,3,5,2,SPD
14522620,Zschaitz-Ottewig,178,91,93,64,16,184,7,111,737,24.2,12.3,12.6,8.7,2.2,25.0,0.9,15.1,99.1,161,1095,744,100.0,67.9,BW17,161,Mittelsachsen,GE,Zschaitz-Ottewig,,1107,879,8,871,281,106,88,284,30,x,67,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,6,873,264,92,84,271,18,21,76,3,16,1,0,3,1,2,12,8,1,SPD
14523010,"Adorf/Vogtl., Stadt",832,401,406,188,90,829,33,522,3268,25.5,12.3,12.4,5.8,2.8,25.4,1.0,16.0,99.0,166,4070,3301,100.0,81.1,BW17,166,Vogtlandkreis,GE,"Adorf/Vogtl., Stadt",J,4256,3831,74,3757,1398,586,421,965,120,x,182,x,x,x,x,x,x,x,x,x,x,x,x,85,x,x,63,3768,1272,537,456,942,114,53,223,18,54,1,3,9,4,11,24,44,3,AfD
14523020,"Auerbach/Vogtl., Stadt",3080,1556,1539,873,312,3103,126,1885,12348,24.9,12.6,12.5,7.1,2.5,25.1,1.0,15.3,99.0,166,15324,12474,100.0,81.4,BW17,166,Vogtlandkreis,GE,"Auerbach/Vogtl., Stadt",J,15763,11529,179,11350,4495,1813,1180,2620,350,x,556,x,x,x,x,x,x,x,x,x,x,x,x,336,x,x,136,11393,3766,1855,1282,2777,292,130,809,29,82,8,11,25,15,20,107,174,11,SPD
14523030,Bad Brambach,350,182,181,81,39,356,11,220,1409,24.8,12.9,12.8,5.7,2.8,25.3,0.8,15.6,99.2,166,1531,1420,100.0,92.7,BW17,166,Vogtlandkreis,GE,Bad Brambach,,1580,925,24,901,274,141,107,257,26,x,36,x,x,x,x,x,x,x,x,x,x,x,x,60,x,x,19,906,244,149,115,293,21,1,47,2,13,0,0,0,2,5,5,7,2,SPD
14523040,"Bad Elster, Stadt",569,285,288,148,86,568,22,335,2279,25.0,12.5,12.6,6.5,3.8,24.9,1.0,14.7,99.0,166,3033,2301,100.0,75.9,BW17,166,Vogtlandkreis,GE,"Bad Elster, Stadt",,3107,1828,18,1810,643,279,222,458,67,x,86,x,x,x,x,x,x,x,x,x,x,x,x,55,x,x,19,1809,552,279,233,460,67,18,117,4,23,0,1,5,4,4,20,20,2,AfD
