AGS,Ort,KreisId,KreisName,Gewinner_Partei,Gewinner_Name,Gewinner_c,Partei_1,Partei_1_k,Partei_1_c,Partei_1_a,Partei_2,Partei_2_k,Partei_2_c,Partei_2_a,Partei_3,Partei_3_k,Partei_3_c,Partei_3_a,fließtext_rest
14625060,Burkau,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.5,SPD,"Michel, Kathrin",#e3000f,24.3,Die PARTEI,"Thomas, Steffi",#b5152b,16.4," +++ Thomas, Steffi (Die PARTEI), 16.4% +++ Lay, Caren (DIE LINKE), 12.6% +++ Ermer, Roland (CDU), 12.4% +++ Schniebel, Matthias (FDP), 5.4% +++ Trittmacher, Daniela (dieBasis), 1.9% +++ Mosler, Lukas (GRÜNE), 1.6% +++ Nasdala, Dirk (FREIE WÄHLER), 1.0%"
14625080,Crostwitz,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.2,SPD,"Michel, Kathrin",#e3000f,24.4,Die PARTEI,"Thomas, Steffi",#b5152b,16.1," +++ Thomas, Steffi (Die PARTEI), 16.1% +++ Lay, Caren (DIE LINKE), 12.6% +++ Ermer, Roland (CDU), 12.0% +++ Schniebel, Matthias (FDP), 6.6% +++ Mosler, Lukas (GRÜNE), 2.0% +++ Nasdala, Dirk (FREIE WÄHLER), 1.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625090,Cunewalde,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.7,SPD,"Michel, Kathrin",#e3000f,24.1,LINKE,"Lay, Caren",#b5152b,12.8," +++ Lay, Caren (DIE LINKE), 12.8% +++ Ermer, Roland (CDU), 12.6% +++ Thomas, Steffi (Die PARTEI), 11.5% +++ Schniebel, Matthias (FDP), 6.5% +++ Trittmacher, Daniela (dieBasis), 3.7% +++ Mosler, Lukas (GRÜNE), 1.7% +++ Nasdala, Dirk (FREIE WÄHLER), 1.7%"
14625100,Demitz-Thumitz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.5,AfD,"Hilse, Karsten",#009ee0,24.8,Die PARTEI,"Thomas, Steffi",#b5152b,13.7," +++ Thomas, Steffi (Die PARTEI), 13.7% +++ Ermer, Roland (CDU), 12.9% +++ Lay, Caren (DIE LINKE), 12.4% +++ Schniebel, Matthias (FDP), 5.8% +++ Trittmacher, Daniela (dieBasis), 2.7% +++ Nasdala, Dirk (FREIE WÄHLER), 1.1% +++ Mosler, Lukas (GRÜNE), 1.0%"
14625110,Doberschau-Gaußig,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.9,AfD,"Hilse, Karsten",#009ee0,24.7,CDU,"Ermer, Roland",#32302e,12.5," +++ Ermer, Roland (CDU), 12.5% +++ Lay, Caren (DIE LINKE), 12.2% +++ Thomas, Steffi (Die PARTEI), 7.6% +++ Schniebel, Matthias (FDP), 7.2% +++ Trittmacher, Daniela (dieBasis), 5.8% +++ Mosler, Lukas (GRÜNE), 2.1% +++ Nasdala, Dirk (FREIE WÄHLER), 1.9%"
14625120,Elsterheide,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.1,SPD,"Michel, Kathrin",#e3000f,24.7,Die PARTEI,"Thomas, Steffi",#b5152b,18.2," +++ Thomas, Steffi (Die PARTEI), 18.2% +++ Ermer, Roland (CDU), 12.4% +++ Lay, Caren (DIE LINKE), 12.4% +++ Schniebel, Matthias (FDP), 5.7% +++ Mosler, Lukas (GRÜNE), 1.4% +++ Nasdala, Dirk (FREIE WÄHLER), 0.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625130,"Elstra, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.9,SPD,"Michel, Kathrin",#e3000f,24.7,LINKE,"Lay, Caren",#b5152b,12.5," +++ Lay, Caren (DIE LINKE), 12.5% +++ Thomas, Steffi (Die PARTEI), 12.5% +++ Ermer, Roland (CDU), 12.4% +++ Schniebel, Matthias (FDP), 6.0% +++ Trittmacher, Daniela (dieBasis), 3.7% +++ Mosler, Lukas (GRÜNE), 2.0% +++ Nasdala, Dirk (FREIE WÄHLER), 1.3%"
14625140,Frankenthal,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.8,SPD,"Michel, Kathrin",#e3000f,23.7,CDU,"Ermer, Roland",#32302e,12.7," +++ Ermer, Roland (CDU), 12.7% +++ Lay, Caren (DIE LINKE), 12.7% +++ Thomas, Steffi (Die PARTEI), 8.3% +++ Trittmacher, Daniela (dieBasis), 8.1% +++ Schniebel, Matthias (FDP), 6.6% +++ Mosler, Lukas (GRÜNE), 1.7% +++ Nasdala, Dirk (FREIE WÄHLER), 1.5%"
14625150,Göda,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.6,SPD,"Michel, Kathrin",#e3000f,24.4,LINKE,"Lay, Caren",#b5152b,12.8," +++ Lay, Caren (DIE LINKE), 12.8% +++ Ermer, Roland (CDU), 12.0% +++ Thomas, Steffi (Die PARTEI), 7.7% +++ Schniebel, Matthias (FDP), 6.3% +++ Nasdala, Dirk (FREIE WÄHLER), 2.2% +++ Mosler, Lukas (GRÜNE), 1.8% +++ Trittmacher, Daniela (dieBasis), 1.1%"
14625160,Großdubrau,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.9,AfD,"Hilse, Karsten",#009ee0,24.6,Die PARTEI,"Thomas, Steffi",#b5152b,15.0," +++ Thomas, Steffi (Die PARTEI), 15.0% +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.4% +++ Schniebel, Matthias (FDP), 6.2% +++ Mosler, Lukas (GRÜNE), 1.8% +++ Trittmacher, Daniela (dieBasis), 1.5% +++ Nasdala, Dirk (FREIE WÄHLER), 1.1%"
14625170,Großharthau,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.3,AfD,"Hilse, Karsten",#009ee0,25.1,Die PARTEI,"Thomas, Steffi",#b5152b,13.6," +++ Thomas, Steffi (Die PARTEI), 13.6% +++ Lay, Caren (DIE LINKE), 12.6% +++ Ermer, Roland (CDU), 12.4% +++ Schniebel, Matthias (FDP), 7.0% +++ Mosler, Lukas (GRÜNE), 2.5% +++ Nasdala, Dirk (FREIE WÄHLER), 1.2% +++ Trittmacher, Daniela (dieBasis), 0.3%"
14625180,Großnaundorf,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.1,SPD,"Michel, Kathrin",#e3000f,24.1,Die PARTEI,"Thomas, Steffi",#b5152b,17.5," +++ Thomas, Steffi (Die PARTEI), 17.5% +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.6% +++ Schniebel, Matthias (FDP), 6.4% +++ Mosler, Lukas (GRÜNE), 1.7% +++ Nasdala, Dirk (FREIE WÄHLER), 1.1% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625190,Großpostwitz/O.L.,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.3,AfD,"Hilse, Karsten",#009ee0,25.0,LINKE,"Lay, Caren",#b5152b,12.9," +++ Lay, Caren (DIE LINKE), 12.9% +++ Ermer, Roland (CDU), 12.8% +++ Thomas, Steffi (Die PARTEI), 10.0% +++ Schniebel, Matthias (FDP), 6.3% +++ Mosler, Lukas (GRÜNE), 2.0% +++ Trittmacher, Daniela (dieBasis), 2.0% +++ Nasdala, Dirk (FREIE WÄHLER), 1.4%"
14625220,Haselbachtal,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.0,SPD,"Michel, Kathrin",#e3000f,24.9,CDU,"Ermer, Roland",#32302e,12.6," +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.6% +++ Thomas, Steffi (Die PARTEI), 9.5% +++ Schniebel, Matthias (FDP), 6.7% +++ Trittmacher, Daniela (dieBasis), 4.1% +++ Mosler, Lukas (GRÜNE), 2.4% +++ Nasdala, Dirk (FREIE WÄHLER), 2.2%"
14625230,Hochkirch,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.4,AfD,"Hilse, Karsten",#009ee0,24.9,Die PARTEI,"Thomas, Steffi",#b5152b,16.9," +++ Thomas, Steffi (Die PARTEI), 16.9% +++ Lay, Caren (DIE LINKE), 12.3% +++ Ermer, Roland (CDU), 12.2% +++ Schniebel, Matthias (FDP), 6.4% +++ Mosler, Lukas (GRÜNE), 1.8% +++ Nasdala, Dirk (FREIE WÄHLER), 0.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625240,"Hoyerswerda, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.0,SPD,"Michel, Kathrin",#e3000f,24.9,CDU,"Ermer, Roland",#32302e,12.5," +++ Ermer, Roland (CDU), 12.5% +++ Lay, Caren (DIE LINKE), 12.5% +++ Thomas, Steffi (Die PARTEI), 11.4% +++ Trittmacher, Daniela (dieBasis), 4.8% +++ Schniebel, Matthias (FDP), 4.4% +++ Nasdala, Dirk (FREIE WÄHLER), 1.7% +++ Mosler, Lukas (GRÜNE), 1.6%"
14625250,"Kamenz, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.3,SPD,"Michel, Kathrin",#e3000f,25.2,CDU,"Ermer, Roland",#32302e,12.6," +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.4% +++ Thomas, Steffi (Die PARTEI), 10.8% +++ Schniebel, Matthias (FDP), 5.9% +++ Trittmacher, Daniela (dieBasis), 3.9% +++ Mosler, Lukas (GRÜNE), 2.6% +++ Nasdala, Dirk (FREIE WÄHLER), 1.4%"
14625270,"Königsbrück, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.8,SPD,"Michel, Kathrin",#e3000f,24.8,CDU,"Ermer, Roland",#32302e,12.4," +++ Ermer, Roland (CDU), 12.4% +++ Lay, Caren (DIE LINKE), 12.4% +++ Thomas, Steffi (Die PARTEI), 8.0% +++ Schniebel, Matthias (FDP), 6.8% +++ Trittmacher, Daniela (dieBasis), 5.6% +++ Nasdala, Dirk (FREIE WÄHLER), 2.6% +++ Mosler, Lukas (GRÜNE), 2.3%"
14625280,Königswartha,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.0,AfD,"Hilse, Karsten",#009ee0,24.5,CDU,"Ermer, Roland",#32302e,12.9," +++ Ermer, Roland (CDU), 12.9% +++ Lay, Caren (DIE LINKE), 12.4% +++ Thomas, Steffi (Die PARTEI), 10.0% +++ Schniebel, Matthias (FDP), 5.8% +++ Trittmacher, Daniela (dieBasis), 5.5% +++ Nasdala, Dirk (FREIE WÄHLER), 2.1% +++ Mosler, Lukas (GRÜNE), 1.9%"
14625290,Kubschütz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.9,AfD,"Hilse, Karsten",#009ee0,24.7,Die PARTEI,"Thomas, Steffi",#b5152b,15.3," +++ Thomas, Steffi (Die PARTEI), 15.3% +++ Ermer, Roland (CDU), 12.8% +++ Lay, Caren (DIE LINKE), 12.2% +++ Schniebel, Matthias (FDP), 6.7% +++ Mosler, Lukas (GRÜNE), 1.5% +++ Trittmacher, Daniela (dieBasis), 1.4% +++ Nasdala, Dirk (FREIE WÄHLER), 0.5%"
14625300,Laußnitz,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,26.1,SPD,"Michel, Kathrin",#e3000f,25.2,LINKE,"Lay, Caren",#b5152b,12.8," +++ Lay, Caren (DIE LINKE), 12.8% +++ Ermer, Roland (CDU), 12.2% +++ Thomas, Steffi (Die PARTEI), 10.8% +++ Schniebel, Matthias (FDP), 7.3% +++ Nasdala, Dirk (FREIE WÄHLER), 2.4% +++ Mosler, Lukas (GRÜNE), 2.2% +++ Trittmacher, Daniela (dieBasis), 0.9%"
14625310,"Lauta, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.4,SPD,"Michel, Kathrin",#e3000f,25.0,Die PARTEI,"Thomas, Steffi",#b5152b,13.3," +++ Thomas, Steffi (Die PARTEI), 13.3% +++ Lay, Caren (DIE LINKE), 12.5% +++ Ermer, Roland (CDU), 12.3% +++ Schniebel, Matthias (FDP), 4.5% +++ Mosler, Lukas (GRÜNE), 3.3% +++ Trittmacher, Daniela (dieBasis), 2.7% +++ Nasdala, Dirk (FREIE WÄHLER), 0.9%"
14625320,Lichtenberg,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.3,AfD,"Hilse, Karsten",#009ee0,23.8,LINKE,"Lay, Caren",#b5152b,12.5," +++ Lay, Caren (DIE LINKE), 12.5% +++ Ermer, Roland (CDU), 12.2% +++ Trittmacher, Daniela (dieBasis), 9.1% +++ Schniebel, Matthias (FDP), 5.9% +++ Mosler, Lukas (GRÜNE), 3.0% +++ Nasdala, Dirk (FREIE WÄHLER), 2.8% +++ Thomas, Steffi (Die PARTEI), 1.9%"
14625330,Lohsa,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.3,SPD,"Michel, Kathrin",#e3000f,24.6,Die PARTEI,"Thomas, Steffi",#b5152b,13.7," +++ Thomas, Steffi (Die PARTEI), 13.7% +++ Ermer, Roland (CDU), 12.7% +++ Lay, Caren (DIE LINKE), 12.6% +++ Schniebel, Matthias (FDP), 4.7% +++ Trittmacher, Daniela (dieBasis), 4.1% +++ Mosler, Lukas (GRÜNE), 1.2% +++ Nasdala, Dirk (FREIE WÄHLER), 1.1%"
14625340,Malschwitz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.6,AfD,"Hilse, Karsten",#009ee0,25.1,LINKE,"Lay, Caren",#b5152b,12.5," +++ Lay, Caren (DIE LINKE), 12.5% +++ Thomas, Steffi (Die PARTEI), 12.4% +++ Ermer, Roland (CDU), 12.3% +++ Schniebel, Matthias (FDP), 6.1% +++ Trittmacher, Daniela (dieBasis), 3.4% +++ Mosler, Lukas (GRÜNE), 1.6% +++ Nasdala, Dirk (FREIE WÄHLER), 1.0%"
14625350,Nebelschütz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.6,AfD,"Hilse, Karsten",#009ee0,24.7,Die PARTEI,"Thomas, Steffi",#b5152b,15.5," +++ Thomas, Steffi (Die PARTEI), 15.5% +++ Ermer, Roland (CDU), 12.9% +++ Lay, Caren (DIE LINKE), 12.1% +++ Schniebel, Matthias (FDP), 6.7% +++ Mosler, Lukas (GRÜNE), 2.1% +++ Nasdala, Dirk (FREIE WÄHLER), 0.4% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625360,Neschwitz,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.7,SPD,"Michel, Kathrin",#e3000f,24.7,CDU,"Ermer, Roland",#32302e,12.6," +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.6% +++ Thomas, Steffi (Die PARTEI), 12.4% +++ Schniebel, Matthias (FDP), 5.5% +++ Trittmacher, Daniela (dieBasis), 4.6% +++ Mosler, Lukas (GRÜNE), 1.8% +++ Nasdala, Dirk (FREIE WÄHLER), 1.0%"
14625370,Neukirch,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.9,AfD,"Hilse, Karsten",#009ee0,24.8,Die PARTEI,"Thomas, Steffi",#b5152b,18.5," +++ Thomas, Steffi (Die PARTEI), 18.5% +++ Ermer, Roland (CDU), 12.7% +++ Lay, Caren (DIE LINKE), 12.1% +++ Schniebel, Matthias (FDP), 5.3% +++ Mosler, Lukas (GRÜNE), 1.6% +++ Nasdala, Dirk (FREIE WÄHLER), 0.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625380,Neukirch/Lausitz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.9,AfD,"Hilse, Karsten",#009ee0,24.1,LINKE,"Lay, Caren",#b5152b,12.6," +++ Lay, Caren (DIE LINKE), 12.6% +++ Ermer, Roland (CDU), 12.4% +++ Thomas, Steffi (Die PARTEI), 8.1% +++ Trittmacher, Daniela (dieBasis), 7.0% +++ Schniebel, Matthias (FDP), 5.8% +++ Nasdala, Dirk (FREIE WÄHLER), 2.2% +++ Mosler, Lukas (GRÜNE), 1.7%"
14625390,Obergurig,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.6,AfD,"Hilse, Karsten",#009ee0,24.4,Die PARTEI,"Thomas, Steffi",#b5152b,13.0," +++ Thomas, Steffi (Die PARTEI), 13.0% +++ Lay, Caren (DIE LINKE), 12.4% +++ Ermer, Roland (CDU), 12.1% +++ Schniebel, Matthias (FDP), 7.5% +++ Mosler, Lukas (GRÜNE), 2.4% +++ Nasdala, Dirk (FREIE WÄHLER), 2.1% +++ Trittmacher, Daniela (dieBasis), 0.5%"
14625410,Ohorn,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.9,SPD,"Michel, Kathrin",#e3000f,24.1,CDU,"Ermer, Roland",#32302e,12.3," +++ Ermer, Roland (CDU), 12.3% +++ Lay, Caren (DIE LINKE), 12.3% +++ Thomas, Steffi (Die PARTEI), 12.3% +++ Schniebel, Matthias (FDP), 7.1% +++ Nasdala, Dirk (FREIE WÄHLER), 2.4% +++ Trittmacher, Daniela (dieBasis), 2.4% +++ Mosler, Lukas (GRÜNE), 2.3%"
14625420,Oßling,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.5,SPD,"Michel, Kathrin",#e3000f,24.5,Die PARTEI,"Thomas, Steffi",#b5152b,18.2," +++ Thomas, Steffi (Die PARTEI), 18.2% +++ Ermer, Roland (CDU), 12.5% +++ Lay, Caren (DIE LINKE), 12.3% +++ Schniebel, Matthias (FDP), 3.2% +++ Mosler, Lukas (GRÜNE), 1.8% +++ Trittmacher, Daniela (dieBasis), 1.0% +++ Nasdala, Dirk (FREIE WÄHLER), 0.9%"
14625440,Panschwitz-Kuckau,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.0,AfD,"Hilse, Karsten",#009ee0,24.4,LINKE,"Lay, Caren",#b5152b,12.7," +++ Lay, Caren (DIE LINKE), 12.7% +++ Ermer, Roland (CDU), 12.4% +++ Thomas, Steffi (Die PARTEI), 11.1% +++ Schniebel, Matthias (FDP), 6.0% +++ Mosler, Lukas (GRÜNE), 2.9% +++ Nasdala, Dirk (FREIE WÄHLER), 1.7% +++ Trittmacher, Daniela (dieBasis), 1.2%"
14625450,"Pulsnitz, Stadt",156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.5,AfD,"Hilse, Karsten",#009ee0,25.2,CDU,"Ermer, Roland",#32302e,12.5," +++ Ermer, Roland (CDU), 12.5% +++ Lay, Caren (DIE LINKE), 12.3% +++ Thomas, Steffi (Die PARTEI), 9.8% +++ Schniebel, Matthias (FDP), 7.7% +++ Trittmacher, Daniela (dieBasis), 2.6% +++ Mosler, Lukas (GRÜNE), 2.3% +++ Nasdala, Dirk (FREIE WÄHLER), 1.8%"
14625460,Puschwitz,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,24.3,AfD,"Hilse, Karsten",#009ee0,24.0,Die PARTEI,"Thomas, Steffi",#b5152b,19.2," +++ Thomas, Steffi (Die PARTEI), 19.2% +++ Ermer, Roland (CDU), 13.0% +++ Lay, Caren (DIE LINKE), 12.1% +++ Schniebel, Matthias (FDP), 5.3% +++ Mosler, Lukas (GRÜNE), 2.1% +++ Nasdala, Dirk (FREIE WÄHLER), 0.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625470,Räckelwitz,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.5,SPD,"Michel, Kathrin",#e3000f,23.8,CDU,"Ermer, Roland",#32302e,12.2," +++ Ermer, Roland (CDU), 12.2% +++ Lay, Caren (DIE LINKE), 12.2% +++ Thomas, Steffi (Die PARTEI), 11.9% +++ Trittmacher, Daniela (dieBasis), 5.3% +++ Schniebel, Matthias (FDP), 3.9% +++ Mosler, Lukas (GRÜNE), 3.4% +++ Nasdala, Dirk (FREIE WÄHLER), 2.7%"
14625490,Radibor,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.8,AfD,"Hilse, Karsten",#009ee0,24.7,LINKE,"Lay, Caren",#b5152b,12.7," +++ Lay, Caren (DIE LINKE), 12.7% +++ Ermer, Roland (CDU), 12.5% +++ Thomas, Steffi (Die PARTEI), 11.9% +++ Schniebel, Matthias (FDP), 6.3% +++ Trittmacher, Daniela (dieBasis), 2.1% +++ Mosler, Lukas (GRÜNE), 2.0% +++ Nasdala, Dirk (FREIE WÄHLER), 2.0%"
14625500,Ralbitz-Rosenthal,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.6,SPD,"Michel, Kathrin",#e3000f,25.1,Die PARTEI,"Thomas, Steffi",#b5152b,15.1," +++ Thomas, Steffi (Die PARTEI), 15.1% +++ Ermer, Roland (CDU), 12.9% +++ Lay, Caren (DIE LINKE), 12.1% +++ Schniebel, Matthias (FDP), 7.2% +++ Mosler, Lukas (GRÜNE), 1.9% +++ Nasdala, Dirk (FREIE WÄHLER), 0.0% +++ Trittmacher, Daniela (dieBasis), 0.0%"
14625510,Rammenau,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,24.6,SPD,"Michel, Kathrin",#e3000f,24.2,CDU,"Ermer, Roland",#32302e,13.0," +++ Ermer, Roland (CDU), 13.0% +++ Lay, Caren (DIE LINKE), 12.9% +++ Thomas, Steffi (Die PARTEI), 9.9% +++ Schniebel, Matthias (FDP), 6.6% +++ Trittmacher, Daniela (dieBasis), 3.1% +++ Mosler, Lukas (GRÜNE), 2.8% +++ Nasdala, Dirk (FREIE WÄHLER), 2.8%"
14625525,"Schirgiswalde-Kirschau, Stadt",156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.2,SPD,"Michel, Kathrin",#e3000f,24.5,Die PARTEI,"Thomas, Steffi",#b5152b,14.5," +++ Thomas, Steffi (Die PARTEI), 14.5% +++ Ermer, Roland (CDU), 12.7% +++ Lay, Caren (DIE LINKE), 12.4% +++ Schniebel, Matthias (FDP), 7.3% +++ Mosler, Lukas (GRÜNE), 2.1% +++ Nasdala, Dirk (FREIE WÄHLER), 1.1% +++ Trittmacher, Daniela (dieBasis), 0.2%"
14625530,Schmölln-Putzkau,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.5,AfD,"Hilse, Karsten",#009ee0,24.3,LINKE,"Lay, Caren",#b5152b,12.5," +++ Lay, Caren (DIE LINKE), 12.5% +++ Ermer, Roland (CDU), 12.1% +++ Thomas, Steffi (Die PARTEI), 8.7% +++ Schniebel, Matthias (FDP), 6.3% +++ Trittmacher, Daniela (dieBasis), 6.3% +++ Mosler, Lukas (GRÜNE), 2.2% +++ Nasdala, Dirk (FREIE WÄHLER), 2.1%"
14625550,Schwepnitz,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.2,SPD,"Michel, Kathrin",#e3000f,25.1,Die PARTEI,"Thomas, Steffi",#b5152b,14.8," +++ Thomas, Steffi (Die PARTEI), 14.8% +++ Ermer, Roland (CDU), 12.8% +++ Lay, Caren (DIE LINKE), 12.5% +++ Schniebel, Matthias (FDP), 5.6% +++ Mosler, Lukas (GRÜNE), 2.1% +++ Trittmacher, Daniela (dieBasis), 1.2% +++ Nasdala, Dirk (FREIE WÄHLER), 0.8%"
14625560,Sohland a. d. Spree,156,Bautzen I,SPD,"Michel, Kathrin",#e3000f,SPD,"Michel, Kathrin",#e3000f,25.2,AfD,"Hilse, Karsten",#009ee0,25.1,CDU,"Ermer, Roland",#32302e,12.6," +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.4% +++ Thomas, Steffi (Die PARTEI), 10.0% +++ Schniebel, Matthias (FDP), 5.4% +++ Trittmacher, Daniela (dieBasis), 4.2% +++ Nasdala, Dirk (FREIE WÄHLER), 3.5% +++ Mosler, Lukas (GRÜNE), 1.7%"
14625570,Spreetal,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.2,SPD,"Michel, Kathrin",#e3000f,25.2,Die PARTEI,"Thomas, Steffi",#b5152b,16.7," +++ Thomas, Steffi (Die PARTEI), 16.7% +++ Ermer, Roland (CDU), 12.6% +++ Lay, Caren (DIE LINKE), 12.5% +++ Schniebel, Matthias (FDP), 5.1% +++ Mosler, Lukas (GRÜNE), 1.4% +++ Trittmacher, Daniela (dieBasis), 1.1% +++ Nasdala, Dirk (FREIE WÄHLER), 0.3%"
14625580,Steina,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.4,SPD,"Michel, Kathrin",#e3000f,25.4,CDU,"Ermer, Roland",#32302e,12.7," +++ Ermer, Roland (CDU), 12.7% +++ Lay, Caren (DIE LINKE), 12.4% +++ Schniebel, Matthias (FDP), 9.2% +++ Thomas, Steffi (Die PARTEI), 8.3% +++ Mosler, Lukas (GRÜNE), 2.7% +++ Nasdala, Dirk (FREIE WÄHLER), 2.2% +++ Trittmacher, Daniela (dieBasis), 1.6%"
14625590,Steinigtwolmsdorf,156,Bautzen I,AfD,"Hilse, Karsten",#009ee0,AfD,"Hilse, Karsten",#009ee0,25.2,SPD,"Michel, Kathrin",#e3000f,25.2,LINKE,"Lay, Caren",#b5152b,12.5," +++ Lay, Caren (DIE LINKE), 12.5% +++ Ermer, Roland (CDU), 12.4% +++ Thomas, Steffi (Die PARTEI), 10.8% +++ Schniebel, Matthias (FDP), 6.1% +++ Trittmacher, Daniela (dieBasis), 2.7% +++ Mosler, Lukas (GRÜNE), 2.0% +++ Nasdala, Dirk (FREIE WÄHLER), 1.6%"
